Year,County_FIPS,County,State,Obesity Percentage,Overall SVI,
2018,1001,Autauga County,Alabama,29.6,0.4354,
2018,1003,Baldwin County,Alabama,28.3,0.2162,
2018,1005,Barbour County,Alabama,29.3,0.9959,
2018,1007,Bibb County,Alabama,23.1,0.6003,
2018,1009,Blount County,Alabama,27.8,0.4242,
2018,1011,Bullock County,Alabama,18.7,0.8898,
2018,1013,Butler County,Alabama,30.8,0.8653,
2018,1015,Calhoun County,Alabama,39.2,0.8252,
2018,1017,Chambers County,Alabama,31.2,0.7382,
2018,1019,Cherokee County,Alabama,32.4,0.4516,
2018,1021,Chilton County,Alabama,38.6,0.7602,
2018,1023,Choctaw County,Alabama,38.4,0.8748,
2018,1025,Clarke County,Alabama,31,0.8471,
2018,1027,Clay County,Alabama,24.3,0.564,
2018,1029,Cleburne County,Alabama,26.5,0.5417,
2018,1031,Coffee County,Alabama,33.3,0.5408,
2018,1033,Colbert County,Alabama,31.6,0.4274,
2018,1035,Conecuh County,Alabama,27.2,0.8086,
2018,1037,Coosa County,Alabama,23.8,0.5261,
2018,1039,Covington County,Alabama,34.2,0.7723,
2018,1041,Crenshaw County,Alabama,27.1,0.6873,
2018,1043,Cullman County,Alabama,31.1,0.5182,
2018,1045,Dale County,Alabama,38.8,0.7599,
2018,1047,Dallas County,Alabama,39.4,0.949,
2018,1049,Dekalb County,Alabama,28.5,0.8022,
2018,1051,Elmore County,Alabama,32.5,0.5401,
2018,1053,Escambia County,Alabama,30.8,0.8557,
2018,1055,Etowah County,Alabama,33.9,0.6564,
2018,1057,Fayette County,Alabama,25.5,0.7038,
2018,1059,Franklin County,Alabama,30.1,0.8417,
2018,1061,Geneva County,Alabama,36.5,0.7955,
2018,1063,Greene County,Alabama,24.4,0.9854,
2018,1065,Hale County,Alabama,34.8,0.9599,
2018,1067,Henry County,Alabama,24.3,0.5519,
2018,1069,Houston County,Alabama,35.8,0.6838,
2018,1071,Jackson County,Alabama,30,0.5726,
2018,1073,Jefferson County,Alabama,34,0.6621,
2018,1075,Lamar County,Alabama,27.6,0.6264,
2018,1077,Lauderdale County,Alabama,30.4,0.4468,
2018,1079,Lawrence County,Alabama,21,0.4952,
2018,1081,Lee County,Alabama,28.8,0.6602,
2018,1083,Limestone County,Alabama,25.4,0.5296,
2018,1085,Lowndes County,Alabama,31.9,0.9188,
2018,1087,Macon County,Alabama,32.2,0.8971,
2018,1089,Madison County,Alabama,32.1,0.3076,
2018,1091,Marengo County,Alabama,41.3,0.7621,
2018,1093,Marion County,Alabama,30.2,0.671,
2018,1095,Marshall County,Alabama,34,0.7261,
2018,1097,Mobile County,Alabama,36.8,0.7532,
2018,1099,Monroe County,Alabama,32.2,0.7481,
2018,1101,Montgomery County,Alabama,35.2,0.8427,
2018,1103,Morgan County,Alabama,32.1,0.6895,
2018,1105,Perry County,Alabama,32.5,0.9949,
2018,1107,Pickens County,Alabama,27,0.9207,
2018,1109,Pike County,Alabama,33.8,0.9016,
2018,1111,Randolph County,Alabama,24,0.7191,
2018,1113,Russell County,Alabama,23.7,0.9115,
2018,1117,Shelby County,Alabama,34.2,0.1169,
2018,1115,St. Clair County,Alabama,34.9,0.3656,
2018,1119,Sumter County,Alabama,32.4,0.9557,
2018,1121,Talladega County,Alabama,36.3,0.8736,
2018,1123,Tallapoosa County,Alabama,29.2,0.8863,
2018,1125,Tuscaloosa County,Alabama,35.3,0.6255,
2018,1127,Walker County,Alabama,36.6,0.7452,
2018,1129,Washington County,Alabama,23.9,0.7303,
2018,1131,Wilcox County,Alabama,33.2,0.928,
2018,1133,Winston County,Alabama,26.4,0.7025,
2018,2013,Aleutians East Borough,Alaska,24.2,0.5803,
2018,2016,Aleutians West Census Area,Alaska,29.1,0.4927,
2018,2020,Anchorage Municipality,Alaska,28.7,0.4602,
2018,2050,Bethel Census Area,Alaska,30.2,0.9748,
2018,2060,Bristol Bay Borough,Alaska,21.3,0.3525,
2018,2068,Denali Borough,Alaska,18.9,0.101,
2018,2070,Dillingham Census Area,Alaska,24.7,0.8682,
2018,2090,Fairbanks North Star Borough,Alaska,30.1,0.3446,
2018,2100,Haines Borough,Alaska,20.3,0.207,
2018,2105,Hoonah-Angoon Census Area,Alaska,19.4,0.4178,
2018,2110,Juneau City and Borough,Alaska,24,0.2987,
2018,2122,Kenai Peninsula Borough,Alaska,31.8,0.4073,
2018,2130,Ketchikan Gateway Borough,Alaska,37.2,0.5548,
2018,2150,Kodiak Island Borough,Alaska,25.5,0.7006,
2018,2158,Kusilvak Census Area,Alaska,22,0.9334,
2018,2164,Lake and Peninsula Borough,Alaska,24.6,0.7978,
2018,2170,Matanuska-Susitna Borough,Alaska,32.6,0.3172,
2018,2180,Nome Census Area,Alaska,31.6,0.9299,
2018,2185,North Slope Borough,Alaska,31.9,0.7344,
2018,2188,Northwest Arctic Borough,Alaska,32,0.9354,
2018,2195,Petersburg Census Area,Alaska,17.2,0.665,
2018,2198,Prince of Wales-Hyder Censu,Alaska,19.9,0.7662,
2018,2220,Sitka City and Borough,Alaska,21.7,0.4022,
2018,2230,Skagway Municipality,Alaska,18.3,0.1685,
2018,2240,Southeast Fairbanks Census Area,Alaska,29.9,0.5838,
2018,2261,Valdez-Cordova Census Area,Alaska,30.6,0.2704,
2018,2275,Wrangell City and Borough,Alaska,25.7,0.5618,
2018,2282,Yakutat City and Borough,Alaska,19.8,0.5873,
2018,2290,Yukon-Koyukuk Census Area,Alaska,27.9,0.8812,
2018,4001,Apache County,Arizona,33.1,0.9885,
2018,4003,Cochise County,Arizona,31,0.9064,
2018,4005,Coconino County,Arizona,23.8,0.7131,
2018,4007,Gila County,Arizona,30.8,0.899,
2018,4009,Graham County,Arizona,31.9,0.964,
2018,4011,Greenlee County,Arizona,25.1,0.6188,
2018,4012,La Paz County,Arizona,25.3,0.9236,
2018,4013,Maricopa County,Arizona,27.4,0.6354,
2018,4015,Mohave County,Arizona,29.3,0.8624,
2018,4017,Navajo County,Arizona,31.8,0.9955,
2018,4019,Pima County,Arizona,26.3,0.8828,
2018,4021,Pinal County,Arizona,35.5,0.8592,
2018,4023,Santa Cruz County,Arizona,32.4,0.9318,
2018,4025,Yavapai County,Arizona,24.7,0.521,
2018,4027,Yuma County,Arizona,39.6,0.9895,
2018,5001,Arkansas County,Arkansas,25.1,0.7787,
2018,5003,Ashley County,Arkansas,32.2,0.8576,
2018,5005,Baxter County,Arkansas,28.6,0.2793,
2018,5007,Benton County,Arkansas,30.3,0.2707,
2018,5009,Boone County,Arkansas,25.8,0.4379,
2018,5011,Bradley County,Arkansas,20.6,0.9803,
2018,5013,Calhoun County,Arkansas,20.2,0.5481,
2018,5015,Carroll County,Arkansas,26.8,0.5952,
2018,5017,Chicot County,Arkansas,31,0.9968,
2018,5019,Clark County,Arkansas,23.9,0.7892,
2018,5021,Clay County,Arkansas,27.1,0.6529,
2018,5023,Cleburne County,Arkansas,24.4,0.2083,
2018,5025,Cleveland County,Arkansas,26.7,0.5643,
2018,5027,Columbia County,Arkansas,35.6,0.9398,
2018,5029,Conway County,Arkansas,32.9,0.7589,
2018,5031,Craighead County,Arkansas,36.8,0.8041,
2018,5033,Crawford County,Arkansas,37.2,0.6105,
2018,5035,Crittenden County,Arkansas,32.3,0.9341,
2018,5037,Cross County,Arkansas,28.9,0.7013,
2018,5039,Dallas County,Arkansas,24.1,0.8777,
2018,5041,Desha County,Arkansas,27,0.9596,
2018,5043,Drew County,Arkansas,23.4,0.801,
2018,5045,Faulkner County,Arkansas,32.6,0.4774,
2018,5047,Franklin County,Arkansas,28.6,0.5943,
2018,5049,Fulton County,Arkansas,23.9,0.6688,
2018,5051,Garland County,Arkansas,26.8,0.828,
2018,5053,Grant County,Arkansas,28.6,0.3541,
2018,5055,Greene County,Arkansas,31.5,0.5834,
2018,5057,Hempstead County,Arkansas,24,0.9468,
2018,5059,Hot Spring County,Arkansas,30,0.8188,
2018,5061,Howard County,Arkansas,27.1,0.9045,
2018,5063,Independence County,Arkansas,25.8,0.7525,
2018,5065,Izard County,Arkansas,25.7,0.5697,
2018,5067,Jackson County,Arkansas,22.1,0.765,
2018,5069,Jefferson County,Arkansas,40,0.9436,
2018,5071,Johnson County,Arkansas,31.9,0.8768,
2018,5073,Lafayette County,Arkansas,27.2,0.7898,
2018,5075,Lawrence County,Arkansas,29.2,0.6471,
2018,5077,Lee County,Arkansas,28.3,0.9656,
2018,5079,Lincoln County,Arkansas,24.9,0.8134,
2018,5081,Little River County,Arkansas,24.1,0.6306,
2018,5083,Logan County,Arkansas,23.4,0.8045,
2018,5085,Lonoke County,Arkansas,33.9,0.3309,
2018,5087,Madison County,Arkansas,24.5,0.6535,
2018,5089,Marion County,Arkansas,19.8,0.5175,
2018,5091,Miller County,Arkansas,32.8,0.9124,
2018,5093,Mississippi County,Arkansas,35.1,0.9554,
2018,5095,Monroe County,Arkansas,20.3,0.8516,
2018,5097,Montgomery County,Arkansas,19.1,0.7,
2018,5099,Nevada County,Arkansas,24.2,0.8841,
2018,5101,Newton County,Arkansas,30.3,0.2815,
2018,5103,Ouachita County,Arkansas,32.9,0.8656,
2018,5105,Perry County,Arkansas,29.6,0.636,
2018,5107,Phillips County,Arkansas,39.6,0.9239,
2018,5109,Pike County,Arkansas,23.6,0.7124,
2018,5111,Poinsett County,Arkansas,29.5,0.8268,
2018,5113,Polk County,Arkansas,27.7,0.8949,
2018,5115,Pope County,Arkansas,31.5,0.7936,
2018,5117,Prairie County,Arkansas,23.4,0.6548,
2018,5119,Pulaski County,Arkansas,33.6,0.6287,
2018,5121,Randolph County,Arkansas,28.9,0.7166,
2018,5125,Saline County,Arkansas,28.1,0.3325,
2018,5127,Scott County,Arkansas,22.1,0.8873,
2018,5129,Searcy County,Arkansas,20.9,0.4376,
2018,5131,Sebastian County,Arkansas,34.2,0.8328,
2018,5133,Sevier County,Arkansas,27.4,0.7675,
2018,5135,Sharp County,Arkansas,26.7,0.6191,
2018,5123,St. Francis County,Arkansas,38.3,0.9691,
2018,5137,Stone County,Arkansas,36.9,0.5102,
2018,5139,Union County,Arkansas,30.3,0.8054,
2018,5141,Van Buren County,Arkansas,31.1,0.7226,
2018,5143,Washington County,Arkansas,31.2,0.6745,
2018,5145,White County,Arkansas,33.2,0.7446,
2018,5147,Woodruff County,Arkansas,19.6,0.849,
2018,5149,Yell County,Arkansas,27.9,0.8783,
2018,6001,Alameda County,California,22.6,0.4701,
2018,6003,Alpine County,California,18.1,0.7287,
2018,6005,Amador County,California,23.9,0.5334,
2018,6007,Butte County,California,30.7,0.8064,
2018,6009,Calaveras County,California,20.8,0.235,
2018,6011,Colusa County,California,23.2,0.7436,
2018,6013,Contra Costa County,California,23.9,0.4057,
2018,6015,Del Norte County,California,21.2,0.9713,
2018,6017,El Dorado County,California,23.5,0.1838,
2018,6019,Fresno County,California,34.2,0.9611,
2018,6021,Glenn County,California,22.3,0.8895,
2018,6023,Humboldt County,California,23.3,0.7605,
2018,6025,Imperial County,California,36.8,0.9978,
2018,6027,Inyo County,California,18.1,0.5701,
2018,6029,Kern County,California,31.9,0.9659,
2018,6031,Kings County,California,31.7,0.9707,
2018,6033,Lake County,California,21.7,0.9178,
2018,6035,Lassen County,California,19.5,0.5997,
2018,6037,Los Angeles County,California,23.4,0.7682,
2018,6039,Madera County,California,32.9,0.9541,
2018,6041,Marin County,California,16.5,0.2701,
2018,6043,Mariposa County,California,17.1,0.5293,
2018,6045,Mendocino County,California,25.2,0.8818,
2018,6047,Merced County,California,34.1,0.9717,
2018,6049,Modoc County,California,19.8,0.7516,
2018,6051,Mono County,California,18.6,0.1408,
2018,6053,Monterey County,California,24.6,0.799,
2018,6055,Napa County,California,22.5,0.5051,
2018,6057,Nevada County,California,15.7,0.2045,
2018,6059,Orange County,California,19.9,0.4191,
2018,6061,Placer County,California,18.9,0.1519,
2018,6063,Plumas County,California,18.1,0.2653,
2018,6065,Riverside County,California,28.7,0.7939,
2018,6067,Sacramento County,California,28.9,0.7338,
2018,6069,San Benito County,California,21.3,0.5245,
2018,6071,San Bernardino County,California,32.7,0.901,
2018,6073,San Diego County,California,22,0.5596,
2018,6075,San Francisco County,California,15.4,0.3911,
2018,6077,San Joaquin County,California,36,0.8892,
2018,6079,San Luis Obispo County,California,27.9,0.3739,
2018,6081,San Mateo County,California,21.4,0.265,
2018,6083,Santa Barbara County,California,25,0.7111,
2018,6085,Santa Clara County,California,19.6,0.3557,
2018,6087,Santa Cruz County,California,17.4,0.543,
2018,6089,Shasta County,California,24,0.7022,
2018,6091,Sierra County,California,18,0.0452,
2018,6093,Siskiyou County,California,20.9,0.7223,
2018,6095,Solano County,California,27.9,0.5911,
2018,6097,Sonoma County,California,24,0.4035,
2018,6099,Stanislaus County,California,31.9,0.8675,
2018,6101,Sutter County,California,26.6,0.8822,
2018,6103,Tehama County,California,25.8,0.9624,
2018,6105,Trinity County,California,19.7,0.7411,
2018,6107,Tulare County,California,36.4,0.9417,
2018,6109,Tuolumne County,California,22.3,0.4688,
2018,6111,Ventura County,California,21.5,0.4828,
2018,6113,Yolo County,California,23.9,0.6768,
2018,6115,Yuba County,California,24.7,0.942,
2018,8001,Adams County,Colorado,29,0.5892,
2018,8003,Alamosa County,Colorado,27,0.9452,
2018,8005,Arapahoe County,Colorado,22.6,0.2662,
2018,8007,Archuleta County,Colorado,20.3,0.257,
2018,8009,Baca County,Colorado,21.5,0.6086,
2018,8011,Bent County,Colorado,21.1,0.8981,
2018,8013,Boulder County,Colorado,13.6,0.1704,
2018,8014,Broomfield County,Colorado,18.5,0.049,
2018,8015,Chaffee County,Colorado,14.4,0.2389,
2018,8017,Cheyenne County,Colorado,21.1,0.2589,
2018,8019,Clear Creek County,Colorado,18.7,0.0197,
2018,8021,Conejos County,Colorado,22.9,0.9325,
2018,8023,Costilla County,Colorado,18.1,0.9379,
2018,8025,Crowley County,Colorado,22.5,0.893,
2018,8027,Custer County,Colorado,18.1,0.2433,
2018,8029,Delta County,Colorado,21.8,0.6866,
2018,8031,Denver County,Colorado,19.8,0.4197,
2018,8033,Dolores County,Colorado,18.8,0.1516,
2018,8035,Douglas County,Colorado,19,0.015,
2018,8037,Eagle County,Colorado,16.7,0.1369,
2018,8041,El Paso County,Colorado,23.1,0.3927,
2018,8039,Elbert County,Colorado,22.4,0,
2018,8043,Fremont County,Colorado,28.6,0.6525,
2018,8045,Garfield County,Colorado,22.2,0.351,
2018,8047,Gilpin County,Colorado,17.9,0.0022,
2018,8049,Grand County,Colorado,16.2,0.0987,
2018,8051,Gunnison County,Colorado,13.8,0.1392,
2018,8053,Hinsdale County,Colorado,18.5,0.0624,
2018,8055,Huerfano County,Colorado,20.6,0.5955,
2018,8057,Jackson County,Colorado,17.8,0.1137,
2018,8059,Jefferson County,Colorado,20.8,0.0627,
2018,8061,Kiowa County,Colorado,19.2,0.3188,
2018,8063,Kit Carson County,Colorado,24.5,0.5153,
2018,8067,La Plata County,Colorado,18.2,0.1086,
2018,8065,Lake County,Colorado,18.9,0.4452,
2018,8069,Larimer County,Colorado,20.2,0.1194,
2018,8071,Las Animas County,Colorado,28.8,0.8373,
2018,8073,Lincoln County,Colorado,20.3,0.4857,
2018,8075,Logan County,Colorado,30.5,0.628,
2018,8077,Mesa County,Colorado,26.5,0.5755,
2018,8079,Mineral County,Colorado,17.4,0.0261,
2018,8081,Moffat County,Colorado,19.9,0.5471,
2018,8083,Montezuma County,Colorado,24.2,0.4946,
2018,8085,Montrose County,Colorado,19.1,0.7153,
2018,8087,Morgan County,Colorado,32.7,0.7414,
2018,8089,Otero County,Colorado,27.3,0.9561,
2018,8091,Ouray County,Colorado,17.1,0.0239,
2018,8093,Park County,Colorado,20.3,0.0006,
2018,8095,Phillips County,Colorado,24.4,0.2955,
2018,8097,Pitkin County,Colorado,14.2,0.0656,
2018,8099,Prowers County,Colorado,29.9,0.9392,
2018,8101,Pueblo County,Colorado,31.9,0.8669,
2018,8103,Rio Blanco County,Colorado,17.1,0.3401,
2018,8105,Rio Grande County,Colorado,23.7,0.9586,
2018,8107,Routt County,Colorado,13.7,0.0634,
2018,8109,Saguache County,Colorado,22.2,0.807,
2018,8111,San Juan County,Colorado,17.8,0.1283,
2018,8113,San Miguel County,Colorado,17.3,0.0331,
2018,8115,Sedgwick County,Colorado,18.3,0.6936,
2018,8117,Summit County,Colorado,15.2,0.0707,
2018,8119,Teller County,Colorado,19.8,0.0729,
2018,8121,Washington County,Colorado,19.9,0.2822,
2018,8123,Weld County,Colorado,28.7,0.3994,
2018,8125,Yuma County,Colorado,26.3,0.5637,
2018,9001,Fairfield County,Connecticut,21.3,0.4497,
2018,9003,Hartford County,Connecticut,27.7,0.515,
2018,9005,Litchfield County,Connecticut,25,0.0818,
2018,9007,Middlesex County,Connecticut,26.3,0.1182,
2018,9009,New Haven County,Connecticut,29,0.5223,
2018,9011,New London County,Connecticut,30.2,0.3561,
2018,9013,Tolland County,Connecticut,25.7,0.0694,
2018,9015,Windham County,Connecticut,30.3,0.4232,
2018,10001,Kent County,Delaware,38.6,0.7268,
2018,10003,New Castle County,Delaware,30.4,0.3761,
2018,10005,Sussex County,Delaware,33.8,0.4019,
2018,11001,District Of Columbia,District of Columbia,24.6,0.5965,
2018,12001,Alachua County,Florida,28,0.4729,
2018,12003,Baker County,Florida,34.2,0.6803,
2018,12005,Bay County,Florida,29.9,0.6076,
2018,12007,Bradford County,Florida,34,0.9264,
2018,12009,Brevard County,Florida,28.6,0.3713,
2018,12011,Broward County,Florida,24.7,0.5844,
2018,12013,Calhoun County,Florida,34.4,0.8401,
2018,12015,Charlotte County,Florida,27.7,0.4889,
2018,12017,Citrus County,Florida,28.4,0.6022,
2018,12019,Clay County,Florida,32.3,0.3803,
2018,12021,Collier County,Florida,24,0.4618,
2018,12023,Columbia County,Florida,35.9,0.8596,
2018,12027,Desoto County,Florida,30.8,0.9618,
2018,12029,Dixie County,Florida,30,0.8994,
2018,12031,Duval County,Florida,32,0.692,
2018,12033,Escambia County,Florida,29.3,0.4863,
2018,12035,Flagler County,Florida,26.8,0.2799,
2018,12037,Franklin County,Florida,32.8,0.8083,
2018,12039,Gadsden County,Florida,40.7,0.9901,
2018,12041,Gilchrist County,Florida,33.2,0.7567,
2018,12043,Glades County,Florida,36,0.9048,
2018,12045,Gulf County,Florida,28,0.592,
2018,12047,Hamilton County,Florida,36.7,0.9908,
2018,12049,Hardee County,Florida,38.9,0.9831,
2018,12051,Hendry County,Florida,34.4,0.9939,
2018,12053,Hernando County,Florida,31.8,0.549,
2018,12055,Highlands County,Florida,30.5,0.8729,
2018,12057,Hillsborough County,Florida,27.9,0.6701,
2018,12059,Holmes County,Florida,34.1,0.9347,
2018,12061,Indian River County,Florida,26.7,0.3962,
2018,12063,Jackson County,Florida,36.6,0.9583,
2018,12065,Jefferson County,Florida,30.8,0.5748,
2018,12067,Lafayette County,Florida,30.6,0.9806,
2018,12069,Lake County,Florida,31.7,0.6029,
2018,12071,Lee County,Florida,23.8,0.5525,
2018,12073,Leon County,Florida,29.8,0.4943,
2018,12075,Levy County,Florida,33.5,0.7793,
2018,12077,Liberty County,Florida,34.4,0.8334,
2018,12079,Madison County,Florida,34.1,0.9608,
2018,12081,Manatee County,Florida,25.6,0.5197,
2018,12083,Marion County,Florida,34.9,0.7535,
2018,12085,Martin County,Florida,19.8,0.399,
2018,12086,Miami-Dade County,Florida,24.6,0.8175,
2018,12087,Monroe County,Florida,20.9,0.4557,
2018,12089,Nassau County,Florida,28.6,0.2459,
2018,12091,Okaloosa County,Florida,26.2,0.386,
2018,12093,Okeechobee County,Florida,32.6,0.9465,
2018,12095,Orange County,Florida,28.2,0.6691,
2018,12097,Osceola County,Florida,32.4,0.8178,
2018,12099,Palm Beach County,Florida,23.5,0.5592,
2018,12101,Pasco County,Florida,30.4,0.6344,
2018,12103,Pinellas County,Florida,27,0.5169,
2018,12105,Polk County,Florida,34.8,0.9035,
2018,12107,Putnam County,Florida,38,0.9525,
2018,12113,Santa Rosa County,Florida,29.8,0.3096,
2018,12115,Sarasota County,Florida,20.5,0.2538,
2018,12117,Seminole County,Florida,25.2,0.1844,
2018,12109,St. Johns County,Florida,22.8,0.0761,
2018,12111,St. Lucie County,Florida,31.6,0.7185,
2018,12119,Sumter County,Florida,28.9,0.236,
2018,12121,Suwannee County,Florida,36.8,0.9424,
2018,12123,Taylor County,Florida,34.4,0.8984,
2018,12125,Union County,Florida,32.1,0.8382,
2018,12127,Volusia County,Florida,32.7,0.5347,
2018,12129,Wakulla County,Florida,35.9,0.4032,
2018,12131,Walton County,Florida,29.6,0.5822,
2018,12133,Washington County,Florida,36.5,0.8939,
2018,13001,Appling County,Georgia,23.6,0.9669,
2018,13003,Atkinson County,Georgia,22.1,0.9615,
2018,13005,Bacon County,Georgia,18.3,0.9389,
2018,13007,Baker County,Georgia,18.4,0.7424,
2018,13009,Baldwin County,Georgia,28.1,0.8666,
2018,13011,Banks County,Georgia,22.7,0.5586,
2018,13013,Barrow County,Georgia,31,0.4204,
2018,13015,Bartow County,Georgia,25.6,0.5914,
2018,13017,Ben Hill County,Georgia,27.9,0.8726,
2018,13019,Berrien County,Georgia,26.5,0.85,
2018,13021,Bibb County,Georgia,33.7,0.9175,
2018,13023,Bleckley County,Georgia,23.7,0.7395,
2018,13025,Brantley County,Georgia,21.9,0.6229,
2018,13027,Brooks County,Georgia,21.4,0.8398,
2018,13029,Bryan County,Georgia,26.4,0.3389,
2018,13031,Bulloch County,Georgia,34,0.8121,
2018,13033,Burke County,Georgia,21,0.8455,
2018,13035,Butts County,Georgia,18.9,0.7653,
2018,13037,Calhoun County,Georgia,19.4,0.9774,
2018,13039,Camden County,Georgia,31.9,0.5159,
2018,13043,Candler County,Georgia,21.6,0.9828,
2018,13045,Carroll County,Georgia,31.2,0.7825,
2018,13047,Catoosa County,Georgia,23.5,0.1318,
2018,13049,Charlton County,Georgia,23.1,0.8752,
2018,13051,Chatham County,Georgia,28.4,0.6949,
2018,13053,Chattahoochee County,Georgia,17.9,0.6379,
2018,13055,Chattooga County,Georgia,24,0.9252,
2018,13057,Cherokee County,Georgia,27.8,0.1185,
2018,13059,Clarke County,Georgia,25.3,0.7675,
2018,13061,Clay County,Georgia,23,0.9309,
2018,13063,Clayton County,Georgia,36.1,0.9102,
2018,13065,Clinch County,Georgia,18.5,0.9777,
2018,13067,Cobb County,Georgia,26.2,0.2669,
2018,13069,Coffee County,Georgia,22.4,0.9506,
2018,13071,Colquitt County,Georgia,29.2,0.9812,
2018,13073,Columbia County,Georgia,29.9,0.1334,
2018,13075,Cook County,Georgia,21.7,0.851,
2018,13077,Coweta County,Georgia,29.8,0.2427,
2018,13079,Crawford County,Georgia,21.1,0.6815,
2018,13081,Crisp County,Georgia,24.2,0.9857,
2018,13083,Dade County,Georgia,21.2,0.5156,
2018,13085,Dawson County,Georgia,22.8,0.1038,
2018,13087,Decatur County,Georgia,21,0.9455,
2018,13089,Dekalb County,Georgia,25.9,0.6611,
2018,13091,Dodge County,Georgia,25,0.9223,
2018,13093,Dooly County,Georgia,27.4,0.9484,
2018,13095,Dougherty County,Georgia,35,0.9513,
2018,13097,Douglas County,Georgia,32.6,0.5404,
2018,13099,Early County,Georgia,18.7,0.9201,
2018,13101,Echols County,Georgia,18.6,0.6615,
2018,13103,Effingham County,Georgia,30.4,0.2363,
2018,13105,Elbert County,Georgia,22.7,0.8338,
2018,13107,Emanuel County,Georgia,24.2,0.9768,
2018,13109,Evans County,Georgia,19.1,0.9847,
2018,13111,Fannin County,Georgia,24.7,0.3003,
2018,13113,Fayette County,Georgia,24.6,0.0608,
2018,13115,Floyd County,Georgia,28.9,0.8854,
2018,13117,Forsyth County,Georgia,24.8,0.0373,
2018,13119,Franklin County,Georgia,19.3,0.8462,
2018,13121,Fulton County,Georgia,24.6,0.5268,
2018,13123,Gilmer County,Georgia,25.1,0.5599,
2018,13125,Glascock County,Georgia,18.3,0.686,
2018,13127,Glynn County,Georgia,25.3,0.7159,
2018,13129,Gordon County,Georgia,29.4,0.8806,
2018,13131,Grady County,Georgia,26,0.9258,
2018,13133,Greene County,Georgia,21.2,0.5379,
2018,13135,Gwinnett County,Georgia,31.5,0.4347,
2018,13137,Habersham County,Georgia,27,0.7146,
2018,13139,Hall County,Georgia,28.8,0.6618,
2018,13141,Hancock County,Georgia,19.1,0.7984,
2018,13143,Haralson County,Georgia,20,0.5427,
2018,13145,Harris County,Georgia,21.3,0.1341,
2018,13147,Hart County,Georgia,18.3,0.7194,
2018,13149,Heard County,Georgia,19.1,0.7232,
2018,13151,Henry County,Georgia,31.9,0.3137,
2018,13153,Houston County,Georgia,30.2,0.5669,
2018,13155,Irwin County,Georgia,19.1,0.8408,
2018,13157,Jackson County,Georgia,24.8,0.3516,
2018,13159,Jasper County,Georgia,19.2,0.6927,
2018,13161,Jeff Davis County,Georgia,21.8,0.9373,
2018,13163,Jefferson County,Georgia,20.5,0.9439,
2018,13165,Jenkins County,Georgia,19,0.8283,
2018,13167,Johnson County,Georgia,23,0.9061,
2018,13169,Jones County,Georgia,29.5,0.3793,
2018,13171,Lamar County,Georgia,18.7,0.4917,
2018,13173,Lanier County,Georgia,22.7,0.8697,
2018,13175,Laurens County,Georgia,30.7,0.8013,
2018,13177,Lee County,Georgia,22.7,0.3519,
2018,13179,Liberty County,Georgia,31.1,0.8882,
2018,13181,Lincoln County,Georgia,19.9,0.5564,
2018,13183,Long County,Georgia,20.6,0.8271,
2018,13185,Lowndes County,Georgia,31.4,0.8662,
2018,13187,Lumpkin County,Georgia,20.9,0.4338,
2018,13193,Macon County,Georgia,20.3,0.9312,
2018,13195,Madison County,Georgia,21.3,0.6417,
2018,13197,Marion County,Georgia,21,0.8519,
2018,13189,Mcduffie County,Georgia,20.2,0.9376,
2018,13191,Mcintosh County,Georgia,22.6,0.5863,
2018,13199,Meriwether County,Georgia,27,0.8701,
2018,13201,Miller County,Georgia,19.3,0.7799,
2018,13205,Mitchell County,Georgia,25.5,0.9879,
2018,13207,Monroe County,Georgia,23.8,0.4596,
2018,13209,Montgomery County,Georgia,20.5,0.8465,
2018,13211,Morgan County,Georgia,20.2,0.2446,
2018,13213,Murray County,Georgia,30.1,0.7134,
2018,13215,Muscogee County,Georgia,36.4,0.9003,
2018,13217,Newton County,Georgia,34.6,0.707,
2018,13219,Oconee County,Georgia,19,0.0354,
2018,13221,Oglethorpe County,Georgia,24.4,0.5217,
2018,13223,Paulding County,Georgia,32.4,0.1376,
2018,13225,Peach County,Georgia,28.3,0.9404,
2018,13227,Pickens County,Georgia,25.9,0.2796,
2018,13229,Pierce County,Georgia,23.4,0.657,
2018,13231,Pike County,Georgia,22.9,0.151,
2018,13233,Polk County,Georgia,27.7,0.8048,
2018,13235,Pulaski County,Georgia,22.2,0.8459,
2018,13237,Putnam County,Georgia,18.8,0.428,
2018,13239,Quitman County,Georgia,18,0.9433,
2018,13241,Rabun County,Georgia,21.4,0.5341,
2018,13243,Randolph County,Georgia,19,0.9739,
2018,13245,Richmond County,Georgia,35,0.9328,
2018,13247,Rockdale County,Georgia,37,0.5529,
2018,13249,Schley County,Georgia,18.6,0.8248,
2018,13251,Screven County,Georgia,26.8,0.8525,
2018,13253,Seminole County,Georgia,22.2,0.8344,
2018,13255,Spalding County,Georgia,31.5,0.8691,
2018,13257,Stephens County,Georgia,24.9,0.7968,
2018,13259,Stewart County,Georgia,17.6,0.9245,
2018,13261,Sumter County,Georgia,25.9,0.9764,
2018,13263,Talbot County,Georgia,18.3,0.8589,
2018,13265,Taliaferro County,Georgia,17.6,0.9089,
2018,13267,Tattnall County,Georgia,18.8,0.908,
2018,13269,Taylor County,Georgia,22.9,0.9197,
2018,13271,Telfair County,Georgia,24.3,0.8369,
